#TYPE System.Management.Automation.AliasInfo
"HelpUri","ResolvedCommandName","DisplayName","ReferencedCommand","ResolvedCommand","Definition","Options","Description","OutputType","Name","CommandType","Source","Version","Visibility","ModuleName","Module","RemotingCapability","Parameters","ParameterSets"
"",,,,,"New-AzureRmOperationalInsightsStorageInsight
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmOperationalInsightsStorageInsight","Cmdlet","AzureRM.OperationalInsights","4.3.2","Public","AzureRM.OperationalInsights","AzureRM.OperationalInsights","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmOperationalInsightsWindowsEventDataSource
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmOperationalInsightsWindowsEventDataSource","Cmdlet","AzureRM.OperationalInsights","4.3.2","Public","AzureRM.OperationalInsights","AzureRM.OperationalInsights","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmOperationalInsightsWindowsPerformanceCounterDataSource
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmOperationalInsightsWindowsPerformanceCounterDataSource","Cmdlet","AzureRM.OperationalInsights","4.3.2","Public","AzureRM.OperationalInsights","AzureRM.OperationalInsights","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmOperationalInsightsWorkspace
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmOperationalInsightsWorkspace","Cmdlet","AzureRM.OperationalInsights","4.3.2","Public","AzureRM.OperationalInsights","AzureRM.OperationalInsights","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmPacketCaptureFilterConfig
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmPacketCaptureFilterConfig","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmPolicyAssignment
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmPolicyAssignment","Cmdlet","AzureRM.Resources","5.5.2","Public","AzureRM.Resources","AzureRM.Resources","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmPolicyDefinition
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmPolicyDefinition","Cmdlet","AzureRM.Resources","5.5.2","Public","AzureRM.Resources","AzureRM.Resources","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmPolicySetDefinition
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmPolicySetDefinition","Cmdlet","AzureRM.Resources","5.5.2","Public","AzureRM.Resources","AzureRM.Resources","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmPowerBIEmbeddedCapacity
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmPowerBIEmbeddedCapacity","Cmdlet","AzureRM.PowerBIEmbedded","4.1.4","Public","AzureRM.PowerBIEmbedded","AzureRM.PowerBIEmbedded","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmPowerBIWorkspaceCollection
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmPowerBIWorkspaceCollection","Cmdlet","AzureRM.PowerBIEmbedded","4.1.4","Public","AzureRM.PowerBIEmbedded","AzureRM.PowerBIEmbedded","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmPublicIpAddress
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmPublicIpAddress","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmPublicIpTag
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmPublicIpTag","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRecoveryServicesAsrAzureToAzureDiskReplicationConfig
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRecoveryServicesAsrAzureToAzureDiskReplicationConfig","Cmdlet","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRecoveryServicesAsrFabric
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRecoveryServicesAsrFabric","Cmdlet","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRecoveryServicesAsrNetworkMapping
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRecoveryServicesAsrNetworkMapping","Cmdlet","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRecoveryServicesAsrPolicy
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRecoveryServicesAsrPolicy","Cmdlet","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRecoveryServicesAsrProtectableItem
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRecoveryServicesAsrProtectableItem","Cmdlet","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRecoveryServicesAsrProtectionContainer
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRecoveryServicesAsrProtectionContainer","Cmdlet","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRecoveryServicesAsrProtectionContainerMapping
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRecoveryServicesAsrProtectionContainerMapping","Cmdlet","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRecoveryServicesAsrRecoveryPlan
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRecoveryServicesAsrRecoveryPlan","Cmdlet","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRecoveryServicesAsrReplicationProtectedItem
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRecoveryServicesAsrReplicationProtectedItem","Cmdlet","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRecoveryServicesAsrStorageClassificationMapping
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRecoveryServicesAsrStorageClassificationMapping","Cmdlet","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRecoveryServicesAsrvCenter
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRecoveryServicesAsrvCenter","Cmdlet","AzureRM.RecoveryServices.SiteRecovery","0.2.4","Public","AzureRM.RecoveryServices.SiteRecovery","AzureRM.RecoveryServices.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRecoveryServicesBackupProtectionPolicy
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRecoveryServicesBackupProtectionPolicy","Cmdlet","AzureRM.RecoveryServices.Backup","4.1.2","Public","AzureRM.RecoveryServices.Backup","AzureRM.RecoveryServices.Backup","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRecoveryServicesVault
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRecoveryServicesVault","Cmdlet","AzureRM.RecoveryServices","4.1.2","Public","AzureRM.RecoveryServices","AzureRM.RecoveryServices","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRedisCache
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRedisCache","Cmdlet","AzureRM.RedisCache","4.1.2","Public","AzureRM.RedisCache","AzureRM.RedisCache","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRedisCacheFirewallRule
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRedisCacheFirewallRule","Cmdlet","AzureRM.RedisCache","4.1.2","Public","AzureRM.RedisCache","AzureRM.RedisCache","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRedisCacheKey
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRedisCacheKey","Cmdlet","AzureRM.RedisCache","4.1.2","Public","AzureRM.RedisCache","AzureRM.RedisCache","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRedisCacheLink
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRedisCacheLink","Cmdlet","AzureRM.RedisCache","4.1.2","Public","AzureRM.RedisCache","AzureRM.RedisCache","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRedisCachePatchSchedule
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRedisCachePatchSchedule","Cmdlet","AzureRM.RedisCache","4.1.2","Public","AzureRM.RedisCache","AzureRM.RedisCache","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRedisCacheScheduleEntry
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRedisCacheScheduleEntry","Cmdlet","AzureRM.RedisCache","4.1.2","Public","AzureRM.RedisCache","AzureRM.RedisCache","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRelayAuthorizationRule
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRelayAuthorizationRule","Cmdlet","AzureRM.Relay","0.3.3","Public","AzureRM.Relay","AzureRM.Relay","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRelayHybridConnection
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRelayHybridConnection","Cmdlet","AzureRM.Relay","0.3.3","Public","AzureRM.Relay","AzureRM.Relay","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRelayKey
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRelayKey","Cmdlet","AzureRM.Relay","0.3.3","Public","AzureRM.Relay","AzureRM.Relay","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRelayNamespace
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRelayNamespace","Cmdlet","AzureRM.Relay","0.3.3","Public","AzureRM.Relay","AzureRM.Relay","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmResource
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmResource","Cmdlet","AzureRM.Resources","5.5.2","Public","AzureRM.Resources","AzureRM.Resources","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmResourceGroup
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmResourceGroup","Cmdlet","AzureRM.Resources","5.5.2","Public","AzureRM.Resources","AzureRM.Resources","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmResourceGroupDeployment
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmResourceGroupDeployment","Cmdlet","AzureRM.Resources","5.5.2","Public","AzureRM.Resources","AzureRM.Resources","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmResourceLock
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmResourceLock","Cmdlet","AzureRM.Resources","5.5.2","Public","AzureRM.Resources","AzureRM.Resources","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRoleAssignment
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRoleAssignment","Cmdlet","AzureRM.Resources","5.5.2","Public","AzureRM.Resources","AzureRM.Resources","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRoleDefinition
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRoleDefinition","Cmdlet","AzureRM.Resources","5.5.2","Public","AzureRM.Resources","AzureRM.Resources","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRouteConfig
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRouteConfig","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRouteFilter
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRouteFilter","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRouteFilterRuleConfig
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRouteFilterRuleConfig","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmRouteTable
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmRouteTable","Cmdlet","AzureRM.Network","5.4.2","Public","AzureRM.Network","AzureRM.Network","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSchedulerHttpJob
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSchedulerHttpJob","Cmdlet","AzureRM.Scheduler","0.16.3","Public","AzureRM.Scheduler","AzureRM.Scheduler","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSchedulerJobCollection
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSchedulerJobCollection","Cmdlet","AzureRM.Scheduler","0.16.3","Public","AzureRM.Scheduler","AzureRM.Scheduler","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSchedulerServiceBusQueueJob
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSchedulerServiceBusQueueJob","Cmdlet","AzureRM.Scheduler","0.16.3","Public","AzureRM.Scheduler","AzureRM.Scheduler","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSchedulerServiceBusTopicJob
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSchedulerServiceBusTopicJob","Cmdlet","AzureRM.Scheduler","0.16.3","Public","AzureRM.Scheduler","AzureRM.Scheduler","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSchedulerStorageQueueJob
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSchedulerStorageQueueJob","Cmdlet","AzureRM.Scheduler","0.16.3","Public","AzureRM.Scheduler","AzureRM.Scheduler","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmServerManagementGateway
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmServerManagementGateway","Cmdlet","AzureRM.ServerManagement","4.1.2","Public","AzureRM.ServerManagement","AzureRM.ServerManagement","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmServerManagementNode
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmServerManagementNode","Cmdlet","AzureRM.ServerManagement","4.1.2","Public","AzureRM.ServerManagement","AzureRM.ServerManagement","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmServerManagementSession
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmServerManagementSession","Cmdlet","AzureRM.ServerManagement","4.1.2","Public","AzureRM.ServerManagement","AzureRM.ServerManagement","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmServiceBusAuthorizationRule
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmServiceBusAuthorizationRule","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmServiceBusGeoDRConfiguration
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmServiceBusGeoDRConfiguration","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmServiceBusKey
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmServiceBusKey","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmServiceBusNamespace
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmServiceBusNamespace","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmServiceBusQueue
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmServiceBusQueue","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmServiceBusRule
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmServiceBusRule","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmServiceBusSubscription
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmServiceBusSubscription","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmServiceBusTopic
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmServiceBusTopic","Cmdlet","AzureRM.ServiceBus","0.6.4","Public","AzureRM.ServiceBus","AzureRM.ServiceBus","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmServiceFabricCluster
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmServiceFabricCluster","Cmdlet","AzureRM.ServiceFabric","0.3.4","Public","AzureRM.ServiceFabric","AzureRM.ServiceFabric","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSiteRecoveryFabric
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSiteRecoveryFabric","Cmdlet","AzureRM.SiteRecovery","5.0.6","Public","AzureRM.SiteRecovery","AzureRM.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSiteRecoveryNetworkMapping
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSiteRecoveryNetworkMapping","Cmdlet","AzureRM.SiteRecovery","5.0.6","Public","AzureRM.SiteRecovery","AzureRM.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"New-AzureRmSiteRecoveryPolicy
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","New-AzureRmSiteRecoveryPolicy","Cmdlet","AzureRM.SiteRecovery","5.0.6","Public","AzureRM.SiteRecovery","AzureRM.SiteRecovery","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
